,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title,MachineGeocoded,PossiblePlacename1,Note,Source,Lat1,Long1,Certainty,SourceURL(e.g. Pleiades id number or URL),PossiblePlace2,Note,Lat2,Long2,Link_or_Ref
79772,HD068634/1,HD068634,Statiellis*,Statiellis,383783,,44.72614891,8.411405808,Statielli,,,,Pleiades,,,certain,,,,,,
79791,HD068645/1,HD068645,Mediolano*,Mediolano,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
79811,HD068653/1,HD068653,domo colonia* Aelia* Mursa,colonia Aelia Mursa,197389,,45.560018,18.675749,Mursa,,,,Pleiades,,,certain,,,,,,
79815,HD068654/1,HD068654,domo Antiochiae! S<y=V>riae!,Antiochiae S<y=V>riae,658381,,36.2225515,36.183214,Antiochia/Theupolis,,,,Pleiades,,,certain,,,,,,
79829,HD068660/1,HD068660,domo Dacus!,Dacus,981518,,47.5,22.5,Dacia (province),,,,Pleiades,,,certain,,,,,,
79833,HD068661/1,HD068661,domo* Nemes!,Nemes,167852,,44.22458627,6.733589748,Nemeturii,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
79834,HD068662/1,HD068662,domo Samisatis! (= Sarmizegetusa?),Sarmizegetusa,207425,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia),Y,,,Pleiades,,,certain,,,,,,
79849,HD068670/1,HD068670,Theveste* ex Africa,Theveste Africa,324831,,35.404174,8.1223145,Theveste,,,,Pleiades,,,certain,,,,,,
79853,HD068671/1,HD068671,Taurinis,Taurinis,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
79859,HD068673/1,HD068673,Heraclia,Heraclia,393437,,45.6377475,12.657285,(H)Eraclia,,,,Pleiades,,,certain,,,,,,
79863,HD068677/1,HD068677,domo* Aquinco*?,Aquinco,197130,,47.564075,19.049522,Aquincum,,,,Pleiades,,,certain,,,,,,
79865,HD068677/3,HD068677,Poetovione*,Poetovione,197446,,46.419985,15.86998,Poetovio,,,,Pleiades,,,certain,,,,,,
79903,HD068698/1,HD068698,Vercellis*,Vercellis,383815,,45.321094,8.426374,Vercellae,,,,Pleiades,,,certain,,,,,,
79904,HD068699/1,HD068699,Foro* Iuliensium*,Foro Iuliensium,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
79906,HD068700/1,HD068700,Vercellis*,Vercellis,383815,,45.321094,8.426374,Vercellae,,,,Pleiades,,,certain,,,,,,
79948,HD068716/1,HD068716,Porolissensi provincia*? Dacia*?,Porolissensi provincia Dacia,207361,,47.17923562,23.15697975,Porolissum,,,,Pleiades,,,certain,,,,,,
79960,HD068719/1,HD068719,domo Mursa,Mursa,197389,['Mursa'],45.560018,18.675749,Mursa,Y,,,Pleiades,,,certain,,,,,,
79980,HD068725/2,HD068725,Sirmi,Sirmi,383781,,45.492485,10.60805,Sirmio,,Sirmium,,Pleiades,44.966447,19.610106,uncertain (another good variant exists),https://pleiades.stoa.org/places/207447,,,,,
79990,HD068730/1,HD068730,domo+ Claudia* Ara Agrippinensium+*?,Claudia Ara Agrippinensium,108751,,50.940662,6.9599065,Ara Ubiorum/ Col. Claudia Ara  Agrippinensium,,,,Pleiades,,,certain,,,,,,
80007,HD068736/1,HD068736,Ulpia+ Noviomagus+ Batavorum+,Ulpia Noviomagus Batavorum,98921,,51.84167,5.858672,Batavodurum/(Ulpia) Noviomagus,,,,Pleiades,,,certain,,,,,,
80010,HD068738/1,HD068738,Ancyra,Ancyra,619103,['Ancyra'],39.9437925,32.859333,Ancyra,Y,,,Pleiades,,,certain,,,,,,
80151,HD068857/1,HD068857,Dertona*,Dertona,383633,['Dertona'],44.897171,8.865452,Dertona,Y,,,Pleiades,,,certain,,,,,,
80221,HD068925/1,HD068925,Regio,Regio,383755,,44.698137,10.630721,Regium Lepidum,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
80222,HD068926/1,HD068926,Ber(---),Ber(---),,,,,,,,Adela Review,,,,,,,,,,
80262,HD068961/1,HD068961,domo Claudia* Celeia,Claudia Celeia,197206,,46.219721,15.27184,Celeia,,,,Pleiades,,,certain,,,,,,
80266,HD068966/1,HD068966,Tacapis+,Tacapis,349634,,,,Tacapitani,,Tacape,,Pleiades,33.88643,10.109445,uncertain (another good variant exists),https://pleiades.stoa.org/places/344496,,,,,
80274,HD068972/1,HD068972,Mediolano*,Mediolano,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
80291,HD068990/1,HD068990,natione* Pannonicus+*,Pannonicus,1001905,,47.5,17.5,Pannonia,,,,Pleiades,,,certain,,,,,,
80324,HD069047/1,HD069047,cives (= civis) Surus+? ex+ regione+ Zeugma+?,Surus  Zeugma,658636,,37.058156,37.86983,Zeugma,,,,Pleiades,,,certain,,,,,,
80427,HD069171/1,HD069171,domo* Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
80430,HD069178/1,HD069178,domo Saldas (= Saldis) ex Mauretania* Caesariensi*,Saldis Mauretania Caesariensi,305142,['Saldae'],36.741492,5.058096,Saldae,,,,Pleiades,,,certain,,,,,,
80445,HD069208/1,HD069208,domo Saldas+ (= Saldis+) ex Mauretania+* Caesariensi*,Saldis Mauretania Caesariensi,305142,['Saldae'],36.741492,5.058096,Saldae,,,,Pleiades,,,certain,,,,,,
80627,HD069433/1,HD069433,cives Rauricus*,Rauricus,177494,,47.533241,7.722118,Col. Augusta Raurica,,,,Pleiades,,,certain,,,,,,
80631,HD069434/1,HD069434,civis Frisiavus*,Frisiavus,98962,,53.02655741,5.899309575,Frisii,,,,Pleiades,,,certain,,,,,,
80633,HD069435/1,HD069435,civis Sequanus*,Sequanus,991338,,47.5,7.5,Sequania,,,,Pleiades,,,certain,,,,,,
80649,HD069457/1,HD069457,natione* Geta,Geta,216817,,45.82965023,29.94752934,Getae,,,,Pleiades,,,certain,,,,,,
80651,HD069459/1,HD069459,civis Trever,Trever,109390,,49.75356779,6.379439164,Treveri,Y,,,Pleiades,,,certain,,,,,,
80669,HD069471/1,HD069471,natione Belga,Belga,108801,,50.626011,6.783363,Belgica,,,,Pleiades,,,wild guess,,,,,,
80670,HD069472/1,HD069472,Foro Iuli,Foro Iuli,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
80672,HD069473/1,HD069473,civis* Equester*,Equester,334543,,35.96502,4.705389,Equizeto?,,,,Pleiades,,,wild guess,,,,,,
80675,HD069475/1,HD069475,Nicopoli*,Nicopoli,658547,,37.0262595,36.6325185,Nicopolis,,Nicopolis ad Nestum/Ulpia Nicopolis,,Pleiades,41.59620026,23.79580398,uncertain (another good variant exists),https://pleiades.stoa.org/places/501525,Nicopolis,,39.0157,20.7360035,https://pleiades.stoa.org/places/531013
80680,HD069478/1,HD069478,civi* Mediomatricae+*,Mediomatricae,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
80698,HD069502/1,HD069502,civi Domnonio+,Domnonio,79430,,50.61713086,-4.267465548,Dumnonii,,,,Pleiades,,,certain,,,,,,
80704,HD069505/2,HD069505,Caledo,Caledo,333162419,,,,Caledonii,,Caledonia (Region),,Pleiades,57.05217128,-3.892866715,certain,89132,,,,,
80706,HD069506/1,HD069506,civis* Cantiacus*,Cantiacus,79374,,51.17668552,0.8251155078,Cantiaci,,,,Pleiades,,,certain,,,,,,
80715,HD069513/1,HD069513,oriundus+ Nicaea in Bithynia+,oriundus Nicaea in Bithynia,511268,,40.42909367,29.71468167,Helikore/Nicaea,,,,Pleiades,,,certain,,,,,,
80734,HD069553/1,HD069553,[---]cino,[---]cino,,,,,,,,Adela Review,,,,,,,,,,
80737,HD069554/1,HD069554,civis* Lindensis*,Lindensis,79395,,53.2348205,-0.538442,Col. Lindum,,,,Pleiades,,,certain,,,,,,
80741,HD069555/1,HD069555,natione Grecus,Grecus,1001896,,37.5,22.5,Hellas,,,"Here guessing They mean Greek, but cannot find a suitable region in database, so have used Hellas. Not precise.",Pleiades,,,uncertain (name could be interpreted differently),,,,,,
80745,HD069557/2,HD069557,Lugduno*,Lugduno,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
80746,HD069558/1,HD069558,Heraclea*,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
80747,HD069559/1,HD069559,Hispania* Galeria Clunia,Hispania Galeria Clunia,187350,,47.260687,9.617966,Clunia,,,,Pleiades,,,certain,,,,,,
80749,HD069560/1,HD069560,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
80754,HD069564/1,HD069564,civis Senoni,Senoni,109337,,48.5,2.5,Senones,,,,Pleiades,,,certain,,,,,,
80777,HD069592/1,HD069592,Vicetia*,Vicetia,393513,['Vicetia'],45.545773,11.540277,Vicetia,Y,,,Pleiades,,,certain,,,,,,
80780,HD069594/1,HD069594,Lugduni+*,Lugduni,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
80795,HD069618/1,HD069618,Hadria+,Hadria,413163,,42.5802,13.981081,Hatria (Picenum),,,,Pleiades,,,certain,,,,,,
80801,HD069620/4,HD069620,Hadri,Hadri,413163,,42.5802,13.981081,Hatria (Picenum),,,,Pleiades,,,certain,,,,,,
80842,HD069647/1,HD069647,Dinia,Dinia,157843,['Dinia'],44.090921,6.231425,Dinia,Y,,,Pleiades,,,certain,,,,,,
80848,HD069651/1,HD069651,Lugduni,Lugduni,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
80924,HD069729/1,HD069729,domo Samosata,Samosata,658587,['Samosata'],37.525756,38.530357,Samosata,Y,,,Pleiades,,,certain,,,,,,
80926,HD069730/1,HD069730,Clunia+,Clunia,187350,['Clunia'],47.260687,9.617966,Clunia,Y,,,Pleiades,,,certain,,,,,,
80941,HD069748/1,HD069748,Aprus,Aprus,501326,,41.25,24.25,Ad Duodecimum,,Apros,,Pleiades,,,uncertain (another good variant exists),507367,,,,,
80943,HD069749/1,HD069749,Aprus,Aprus,501326,,41.25,24.25,Ad Duodecimum,,Apros,,Pleiades,,,uncertain (another good variant exists),507367,,,,,
80948,HD069753/1,HD069753,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
80951,HD069755/1,HD069755,Augusta,Augusta,648577,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?,Y,,,Pleiades,,,certain,,,,,,
80954,HD069757/1,HD069757,Aprus,Aprus,501326,,41.25,24.25,Ad Duodecimum,,Apros,,Pleiades,,,uncertain (another good variant exists),507367,,,,,
80956,HD069759/1,HD069759,Veiis+,Veiis,423116,,42.021338,12.390519,Veii,,,,Pleiades,,,certain,,,,,,
80958,HD069761/1,HD069761,natione+ Syrus Osroenus,Syrus Osroenus,1001935,,37.5,37.5,Osroene,,,,Pleiades,,,certain,,,,,,
80962,HD069763/1,HD069763,Emerita* Augusta*,Emerita Augusta,256155,['Emerita Augusta'],38.9160965,-6.340100667,Emerita Augusta,Y,,,Pleiades,,,certain,,,,,,
80963,HD069764/1,HD069764,Lugdunus*,Lugdunus,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
80968,HD069769/1,HD069769,Celeia*,Celeia,197206,['Celeia'],46.219721,15.27184,Celeia,Y,,,Pleiades,,,certain,,,,,,
80972,HD069771/1,HD069771,Arelate*,Arelate,148217,,43.677616,4.630799,Theline/ Col. Arelate/Constantina,,,,Pleiades,,,certain,,,,,,
80973,HD069772/1,HD069772,Emerita,Emerita,256155,,38.9160965,-6.340100667,Emerita Augusta,,,,Pleiades,,,certain,,,,,,
80975,HD069773/1,HD069773,Emerita,Emerita,256155,,38.9160965,-6.340100667,Emerita Augusta,,,,Pleiades,,,certain,,,,,,
80976,HD069774/1,HD069774,Brixia*,Brixia,383603,['Brixia'],45.539773,10.223135,Brixia,Y,,,Pleiades,,,certain,,,,,,
80978,HD069775/1,HD069775,Claudia* Celeia,Claudia Celeia,197206,,46.219721,15.27184,Celeia,,,,Pleiades,,,certain,,,,,,
80985,HD069779/1,HD069779,Cremona,Cremona,383628,['Cremona'],45.133639,10.026149,Cremona,Y,,,Pleiades,,,certain,,,,,,
80989,HD069782/1,HD069782,Oia,Oia,585935,['Oia'],,,Oia,,,,Pleiades,,,certain,,,,,,
80996,HD069788/1,HD069788,Corduba+*,Corduba,256128,"['Corduba', 'Col. Patricia']",37.884683,-4.779171,Corduba/Col. Patricia,Y,,,Pleiades,,,certain,,,,,,
80998,HD069789/1,HD069789,Berytus+,Berytus,678060,,33.8985935,35.511241,Beirut,,,,Pleiades,,,certain,,,,,,
81002,HD069793/1,HD069793,Bessus natione,Bessus,216733,,42.42940315,24.43016021,Bessi,,,,Pleiades,,,certain,,,,,,
81003,HD069794/1,HD069794,Taurinus,Taurinus,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
81006,HD069797/1,HD069797,Forum Iuli,Forum Iuli,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
81010,HD069801/1,HD069801,Virunum,Virunum,197583,['Virunum'],46.6996149,14.3647773,Virunum,Y,,,Pleiades,,,certain,,,,,,
81016,HD069805/1,HD069805,Luco,Luco,236525,,43.0106145,-7.5570105,Lucus Augusti,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
81021,HD069808/1,HD069808,Brixia+,Brixia,383603,['Brixia'],45.539773,10.223135,Brixia,Y,,,Pleiades,,,certain,,,,,,
81027,HD069812/1,HD069812,Salaria+,Salaria,266022,['Salaria'],38.008075,-3.368532,Salaria?,Y,,,Pleiades,,,certain,,,,,,
81033,HD069816/1,HD069816,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
81034,HD069817/1,HD069817,Savaria+,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
81075,HD069852/1,HD069852,domo Melitenis,Melitenis,582863,,37.979531,23.718407,Melite,,Melite (Island),,Pleiades,42.7492301,17.51618469,uncertain (another good variant exists),https://pleiades.stoa.org/places/197376,Melita,,45.2554153,2.430129,https://pleiades.stoa.org/places/138462
81112,HD069875/1,HD069875,Trever,Trever,109390,,49.75356779,6.379439164,Treveri,Y,,,Pleiades,,,certain,,,,,,
81144,HD069904/1,HD069904,civis* Cornovia,Cornovia,79403,,52.54123912,-2.65189241,Cornovii,,,,Pleiades,,,certain,,,,,,
81154,HD069913/1,HD069913,coloniae* Eburacensis+,coloniae Eburacensis,89175,,53.957672,-1.082304,Eburacum,,,,Pleiades,,,certain,,,,,,
81169,HD069934/1,HD069934,Augusta* Vindelicum*,Augusta Vindelicum,118580,"['Augusta Vindelicum', 'Aelia Augusta']",48.365463,10.894765,Augusta Vindelicum/Aelia Augusta,Y,,,Pleiades,,,certain,,,,,,
81172,HD069936/1,HD069936,Vienna*,Vienna,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
81177,HD069939/1,HD069939,Nomentani+*,Nomentani,422986,,42.03369795,12.6423486,Nomentum,,,,Pleiades,,,certain,,,,,,
81181,HD069942/1,HD069942,Novaria+,Novaria,383717,['Novaria'],45.445082,8.618661,Novaria,Y,,,Pleiades,,,certain,,,,,,
81196,HD069949/1,HD069949,domo Sardinia,Sardinia,472014,['Sardinia'],39.87108695,8.95751689,Sardinia (island),Y,,,Pleiades,,,certain,,,,,,
81301,HD070056/1,HD070056,ex provincia Mauretania* Caesariensi* domo Saldis+,provincia Mauretania Caesariensi Saldis,305142,,36.740851,5.057965,Saldae,,,,Pleiades,,,certain,,,,,,
81304,HD070058/1,HD070058,ex provincia Narbonensi+* domo Nemauso,provincia Narbonensi Nemauso,148142,,43.84314979,4.354175571,Nemausus,,,,Pleiades,,,certain,,,,,,
81305,HD070060/1,HD070060,domu Sicca ex Africa,Sicca Africa,315152,,36.18057,8.712204,Sicca Veneria,,,,Pleiades,,,certain,,,,,,
81328,HD070085/1,HD070085,Germanus*,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
81347,HD070108/1,HD070108,natus in Galatia+,in Galatia,619161,,39.75,32.75,Galatia,,,,Pleiades,,,certain,,,,,,
81377,HD070136/1,HD070136,domo* Mursa ex Pannonia* Inferiore,Mursa Pannonia Inferiore,197389,,45.560018,18.675749,Mursa,,,,Pleiades,,,certain,,,,,,
81386,HD070139/3,HD070139,natus in pro. Africa de Tusdro,in pro. Africa de Tusdro,315238,,36.9567785,8.7497465,Tusca (River),,,,Pleiades,,,wild guess,,,,,,
81413,HD070159/1,HD070159,domo* Nicomedia,Nicomedia,511337,['Nicomedia'],40.7651905,29.919887,Nicomedia,Y,,,Pleiades,,,certain,,,,,,
81430,HD070176/1,HD070176,Ulpia* Traiana*,Ulpia Traiana,217020,,45.032498,28.234225,Traian,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
81444,HD070191/1,HD070191,civis Grecus,Grecus,1001896,,37.5,22.5,Hellas,,,"Here guessing They mean Greek, but cannot find a suitable region in database, so have used Hellas. Not precise.",Pleiades,,,uncertain (name could be interpreted differently),,,,,,
81447,HD070193/1,HD070193,Luca,Luca,403234,['Luca'],43.84184,10.50703,Luca,Y,,,Pleiades,,,certain,,,,,,
81474,HD070220/1,HD070220,civis* Raeta,Raeta,187523,,47.727498,10.326578,Raetia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
81533,HD070294/1,HD070294,natione Maurum,Maurum,275674,,34.75,-5.25,Maurusii,,,,Pleiades,,,certain,,,,,,
81535,HD070295/1,HD070295,Catuallauna,Catuallauna,108871,,51.178052,5.89589,Catualium,,,,Pleiades,,,wild guess,,,,,,
81536,HD070295/2,HD070295,Palmyrenus natione,Palmyrenus,668331,,34.5513075,38.26707225,Palmyra,,,,Pleiades,,,certain,,,,,,
81693,HD070490/1,HD070490,colonia* Flavia*,colonia Flavia,481987,,42.0084425,21.4124805,Scupi,,,,Pleiades,,,wild guess,,,,,,
81773,HD070619/1,HD070619,civis+ Norici,Norici,187490,,46.724573,14.4296085,Noricum (region),,,,Pleiades,,,certain,,,,,,
81787,HD070635/1,HD070635,Germanus,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
81825,HD070668/4,HD070668,Germanus,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
81849,HD070708/1,HD070708,Germanus,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
81850,HD070709/1,HD070709,Germanus*,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
81908,HD070772/1,HD070772,Ger.,Ger.,20468,,52.5,7.5,Germania,,,,Pleiades,,,wild guess,,,,,,
81972,HD070836/1,HD070836,Germania* Superiore*,Germania Superiore,1000,,47.5,7.5,Germania Superior (Province),,,,Pleiades,,,certain,,,,,,
81991,HD070857/1,HD070857,ex Italia domo Brixia,Italia Brixia,383603,,45.539773,10.223135,Brixia,,,,Pleiades,,,certain,,,,,,
82005,HD070877/1,HD070877,civis* Pannonius*,Pannonius,1001905,,47.5,17.5,Pannonia,,,,Pleiades,,,certain,,,,,,
82092,HD070979/2,HD070979,ex+ Germania* Superiore*,Germania Superiore,1000,,47.5,7.5,Germania Superior (Province),,,,Pleiades,,,certain,,,,,,
82096,HD070985/1,HD070985,Vianna*,Vianna,167719,,45.5245105,4.875982,Col. Vienna,,Vindobona,,Pleiades,48.211345,16.373946,uncertain (another good variant exists),https://pleiades.stoa.org/places/128537,,,,,
82100,HD070987/1,HD070987,domo* Salonas,Salonas,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
82245,HD071189/1,HD071189,Dacus,Dacus,981518,,47.5,22.5,Dacia (province),,,,Pleiades,,,certain,,,,,,
82304,HD071275/1,HD071275,nationis Brigans,nationis Brigans,89126,,54.21612515,-2.037263264,Brigantes,,,,Pleiades,,,certain,,,,,,
82501,HD071547/1,HD071547,domo Betavos+! (= Batavus!),Batavus,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
82558,HD071620/1,HD071620,Arretio*,Arretio,413032,,43.471274,11.863048,Arretium,,,,Pleiades,,,certain,,,,,,
82683,HD071694/1,HD071694,Savaria,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
82686,HD071695/1,HD071695,Aemona+*,Aemona,197094,,44.2435845,15.1847195,Aenona,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
82744,HD071723/1,HD071723,Caesaraugustae,Caesaraugustae,246344,,41.6541855,-0.8772685,Col. Caesaraugusta,,,,Pleiades,,,certain,,,,,,
82760,HD071730/1,HD071730,Ratiaria+?,Ratiaria,207376,['Ratiaria'],43.813575,22.9122725,Ratiaria,Y,,,Pleiades,,,certain,,,,,,
82864,HD071827/1,HD071827,Scordiscus,Scordiscus,629073,['Scordiscus'],39.54464044,38.30143502,Scordiscus (mountain),Y,,,Pleiades,,,certain,,,,,,
82983,HD071904/1,HD071904,Claudia* Savaria,Claudia Savaria,197498,,47.235142,16.62192,Savaria,,,,Pleiades,,,certain,,,,,,
83128,HD072052/1,HD072052,Βυζάντιος,Βυζάντιος,520985,,41.005902,28.9738815,Byzantium,,,,Pleiades,,,certain,,,,,,
83305,HD072241/3,HD072241,ex regione* Doliche* a vico Arpuartura,Doliche a vico Arpuartura,658455,,37.12779226,37.34523458,Doliche,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
83310,HD072246/1,HD072246,Cetio,Cetio,118629,,48.20473,15.622695,Cetium,,,,Pleiades,,,certain,,,,,,
83484,HD072373/1,HD072373,domo Iudaeus,Iudaeus,687934,,31.7361844,35.0011756,Iudaea (region),,,,Pleiades,,,certain,,,,,,
83563,HD072466/1,HD072466,Karnuntina*,Karnuntina,128376,,48.113346,16.867891,Carnuntum,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
83572,HD072470/1,HD072470,Mutina,Mutina,383715,['Mutina'],44.647057,10.925223,Mutina,Y,,,Pleiades,,,certain,,,,,,
83647,HD072528/1,HD072528,domo* Sirmio*,Sirmio,383781,['Sirmio'],45.492485,10.60805,Sirmio,Y,,,Pleiades,,,certain,,,,,,
83660,HD072534/1,HD072534,domo* Iudaeus*,Iudaeus,687934,,31.7361844,35.0011756,Iudaea (region),,,,Pleiades,,,certain,,,,,,
83661,HD072534/2,HD072534,domo* Iudaeus*,Iudaeus,687934,,31.7361844,35.0011756,Iudaea (region),,,,Pleiades,,,certain,,,,,,
83693,HD072553/1,HD072553,Ticini,Ticini,383799,,45.1803284,9.1552338,Ticinus (River),,Ticinum,,Pleiades,45.185899,9.156562,uncertain (another good variant exists),https://pleiades.stoa.org/places/383798,,,,,
83787,HD072609/3,HD072609,civis Thracus*,Thracus,501638,,41.51783037,26.9624138,Thracia,,,,Pleiades,,,certain,,,,,,
83844,HD072686/1,HD072686,domo Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
83847,HD072687/1,HD072687,domo Claudia* Apro,Claudia Apro,501326,,41.25,24.25,Ad Duodecimum,,Apros,,Pleiades,,,wild guess,507367,,,,,
83854,HD072693/1,HD072693,Bononiensis*,Bononiensis,393421,,44.4945737,11.3455467,Felsina/Bononia,,,,Pleiades,,,certain,,,,,,
