,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title
81169,HD069934/1,HD069934,Augusta* Vindelicum*,Augusta Vindelicum,118580.0,"['Augusta Vindelicum', 'Aelia Augusta']",48.365463,10.894765,Augusta Vindelicum/Aelia Augusta
81172,HD069936/1,HD069936,Vienna*,Vienna,,,,,
81177,HD069939/1,HD069939,Nomentani+*,Nomentani,,,,,
81181,HD069942/1,HD069942,Novaria+,Novaria,383717.0,['Novaria'],45.445082,8.618661,Novaria
81196,HD069949/1,HD069949,domo Sardinia,Sardinia,472014.0,['Sardinia'],39.8710869533,8.95751688959,Sardinia (island)
81301,HD070056/1,HD070056,ex provincia Mauretania* Caesariensi* domo Saldis+,provincia Mauretania Caesariensi Saldis,,,,,
81304,HD070058/1,HD070058,ex provincia Narbonensi+* domo Nemauso,provincia Narbonensi Nemauso,,,,,
81305,HD070060/1,HD070060,domu Sicca ex Africa,Sicca Africa,,,,,
81328,HD070085/1,HD070085,Germanus*,Germanus,,,,,
81347,HD070108/1,HD070108,natus in Galatia+,in Galatia,,,,,
81377,HD070136/1,HD070136,domo* Mursa ex Pannonia* Inferiore,Mursa Pannonia Inferiore,,,,,
81386,HD070139/3,HD070139,natus in pro. Africa de Tusdro,in pro. Africa de Tusdro,,,,,
81413,HD070159/1,HD070159,domo* Nicomedia,Nicomedia,511337.0,['Nicomedia'],40.7651905,29.919887,Nicomedia
81430,HD070176/1,HD070176,Ulpia* Traiana*,Ulpia Traiana,,,,,
81444,HD070191/1,HD070191,civis Grecus,Grecus,,,,,
81447,HD070193/1,HD070193,Luca,Luca,403234.0,['Luca'],43.84184,10.50703,Luca
81474,HD070220/1,HD070220,civis* Raeta,Raeta,,,,,
81533,HD070294/1,HD070294,natione Maurum,Maurum,,,,,
81535,HD070295/1,HD070295,Catuallauna,Catuallauna,,,,,
81536,HD070295/2,HD070295,Palmyrenus natione,Palmyrenus ,,,,,
81693,HD070490/1,HD070490,colonia* Flavia*,colonia Flavia,,,,,
81773,HD070619/1,HD070619,civis+ Norici,Norici,,,,,
81787,HD070635/1,HD070635,Germanus,Germanus,,,,,
81825,HD070668/4,HD070668,Germanus,Germanus,,,,,
81849,HD070708/1,HD070708,Germanus,Germanus,,,,,
81850,HD070709/1,HD070709,Germanus*,Germanus,,,,,
81908,HD070772/1,HD070772,Ger.,Ger.,,,,,
81972,HD070836/1,HD070836,Germania* Superiore*,Germania Superiore,,,,,
81991,HD070857/1,HD070857,ex Italia domo Brixia,Italia Brixia,,,,,
82005,HD070877/1,HD070877,civis* Pannonius*,Pannonius,,,,,
82092,HD070979/2,HD070979,ex+ Germania* Superiore*,Germania Superiore,,,,,
82096,HD070985/1,HD070985,Vianna*,Vianna,,,,,
82100,HD070987/1,HD070987,domo* Salonas,Salonas,,,,,
82245,HD071189/1,HD071189,Dacus,Dacus,,,,,
82304,HD071275/1,HD071275,nationis Brigans,nationis Brigans,,,,,
82501,HD071547/1,HD071547,domo Betavos+! (= Batavus!),Batavus,,,,,
82558,HD071620/1,HD071620,Arretio*,Arretio,,,,,
82683,HD071694/1,HD071694,Savaria,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
82686,HD071695/1,HD071695,Aemona+*,Aemona,,,,,
82744,HD071723/1,HD071723,Caesaraugustae,Caesaraugustae,,,,,
82760,HD071730/1,HD071730,Ratiaria+?,Ratiaria,207376.0,['Ratiaria'],43.813575,22.9122725,Ratiaria
82864,HD071827/1,HD071827,Scordiscus,Scordiscus,629073.0,['Scordiscus'],39.5446404377,38.3014350185,Scordiscus (mountain)
82983,HD071904/1,HD071904,Claudia* Savaria,Claudia Savaria,,,,,
83128,HD072052/1,HD072052,Βυζάντιος,Βυζάντιος,,,,,
83305,HD072241/3,HD072241,ex regione* Doliche* a vico Arpuartura, Doliche a vico Arpuartura,,,,,
83310,HD072246/1,HD072246,Cetio,Cetio,,,,,
83484,HD072373/1,HD072373,domo Iudaeus,Iudaeus,,,,,
83563,HD072466/1,HD072466,Karnuntina*,Karnuntina,,,,,
83572,HD072470/1,HD072470,Mutina,Mutina,383715.0,['Mutina'],44.647057,10.925223,Mutina
83647,HD072528/1,HD072528,domo* Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
83660,HD072534/1,HD072534,domo* Iudaeus*,Iudaeus,,,,,
83661,HD072534/2,HD072534,domo* Iudaeus*,Iudaeus,,,,,
83693,HD072553/1,HD072553,Ticini,Ticini,,,,,
83787,HD072609/3,HD072609,civis Thracus*,Thracus,,,,,
83844,HD072686/1,HD072686,domo Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
83847,HD072687/1,HD072687,domo Claudia* Apro,Claudia Apro,,,,,
83854,HD072693/1,HD072693,Bononiensis*,Bononiensis,,,,,
83865,HD072702/1,HD072702,Claudia* Cemenelo*,Claudia Cemenelo,,,,,
83906,HD072726/1,HD072726,Victricensis+,Victricensis,,,,,
83994,HD072822/1,HD072822,domo* Lepido Regio,Lepido Regio,,,,,
84056,HD072855/1,HD072855,vico Gallorum,vico Gallorum,,,,,
84123,HD072942/1,HD072942,Hippone* Regio*,Hippone Regio,,,,,
84239,HD073137/1,HD073137,domo [---],[---],,,,,
84377,HD073303/1,HD073303,Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
84399,HD073345/1,HD073345,Aequiculis*,Aequiculis,,,,,
84402,HD073346/1,HD073346,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
84416,HD073350/1,HD073350,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
84419,HD073353/1,HD073353,Patavio*,Patavio,,,,,
84424,HD073355/1,HD073355,Hierapoli*,Hierapoli,,,,,
84425,HD073356/1,HD073356,Viruno*,Viruno,,,,,
84434,HD073362/1,HD073362,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
84438,HD073364/1,HD073364,Opitergio*,Opitergio,,,,,
84440,HD073366/1,HD073366,Asta,Asta,60444.0,['Asta'],,,Asta
84449,HD073381/1,HD073381,Ara+?,Ara,,,,,
84451,HD073382/1,HD073382,Ara*,Ara,,,,,
84452,HD073383/1,HD073383,Castris*,Castris,,,,,
84461,HD073387/1,HD073387,Ara Agrippinensium*,Ara Agrippinensium,,,,,
84464,HD073389/1,HD073389,Patavio*,Patavio,,,,,
84472,HD073392/1,HD073392,Savaria+?,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
84487,HD073414/1,HD073414,Augusta,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
84490,HD073416/1,HD073416,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
84525,HD073442/1,HD073442,domo Naristo,Naristo,,,,,
84528,HD073443/1,HD073443,domo* Mutina*?,Mutina,383715.0,['Mutina'],44.647057,10.925223,Mutina
84533,HD073447/1,HD073447,domi (= domo) Treverorum*,Treverorum,,,,,
84539,HD073452/1,HD073452,Antestia+,Antestia,,,,,
84549,HD073457/1,HD073457,Brixia+,Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
84560,HD073463/1,HD073463,Calagurri,Calagurri,,,,,
84562,HD073464/1,HD073464,Placentia,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
84568,HD073465/4,HD073465,domo Savaria,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
84653,HD073501/1,HD073501,Boius*,Boius,,,,,
84709,HD073524/1,HD073524,domo Bassianis*,Bassianis,,,,,
84722,HD073533/1,HD073533,de provincia Dalmatia,de provincia Dalmatia,,,,,
84797,HD073621/1,HD073621,Vienna,Vienna,,,,,
84819,HD073645/1,HD073645,domo Iader,Iader,197312.0,['Iader'],44.115501,15.223778,Iader
84891,HD073724/1,HD073724,domo Hispano,Hispano,,,,,
84905,HD073871/1,HD073871,dom[o? ---],dom[o ---],,,,,
84910,HD073873/1,HD073873,domo Nicapolis (= Nicopolis?),Nicopolis,857248.0,['Nicopolis'],40.1485567,38.14353355,Nicopolis
84915,HD073874/1,HD073874,domo Germania* superiore*,Germania superiore,,,,,
84920,HD073875/1,HD073875,Aelia* Capitolina,Aelia Capitolina,,,,,
84921,HD073876/1,HD073876,domo* Durocortoro* Remorum*,Durocortoro Remorum,,,,,
84947,HD073889/1,HD073889,cives (= civis) Aeduus,Aeduus,,,,,
84948,HD073890/1,HD073890,domo Sarmizegetusa+* Daciae* superioris*,Sarmizegetusa Daciae superioris,,,,,
85010,HD073921/1,HD073921,Ticino+,Ticino,,,,,
85014,HD073923/1,HD073923,natione [---],[---],,,,,
85061,HD073955/1,HD073955,Ara?,Ara,,,,,
85069,HD073964/3,HD073964,Viennae+,Viennae,,,,,
85140,HD074037/1,HD074037,domo+ [---],[---],,,,,
85176,HD074079/1,HD074079,Brixello+*,Brixello,,,,,
85196,HD074091/1,HD074091,civis Sequanus*,Sequanus,,,,,
85211,HD074099/1,HD074099,Mag(---),Mag(---),,,,,
85263,HD074129/1,HD074129,Arimini+,Arimini,,,,,
85273,HD074134/1,HD074134,gente Undius,Undius,,,,,
85300,HD074159/1,HD074159,natione Afer,Afer,,,,,
85332,HD074195/1,HD074195,Derini,Derini,,,,,
85351,HD074211/1,HD074211,Elusa,Elusa,246380.0,['Elusa'],43.861601,0.102529,Elusa
85378,HD074215/1,HD074215,Augusta,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
85384,HD074217/1,HD074217,domo+ [---]os,[---]os,,,,,
85390,HD074219/1,HD074219,Dalmata,Dalmata,,,,,
85424,HD074236/3,HD074236,Claudia+? Viruno*?,Claudia Viruno,,,,,
85435,HD074262/1,HD074262,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
85604,HD074425/1,HD074425,natione*? Ant(---)?,Ant(---),,,,,
85613,HD074432/1,HD074432,Poetovione,Poetovione,,,,,
85929,HD074593/1,HD074593,domo Savariae,Savariae,,,,,
85940,HD074598/1,HD074598,[---] Bri[---]?,[---] Bri[---],,,,,
86002,HD074645/1,HD074645,domo+ Ticino,Ticino,,,,,
86087,HD074704/1,HD074704,Viminacio+,Viminacio,,,,,
86118,HD074728/1,HD074728,domo Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
86165,HD074779/1,HD074779,civis Sopianensis+?,Sopianensis,,,,,
86166,HD074779/2,HD074779,civis Sopianensis+?,Sopianensis,,,,,
86360,HD074951/1,HD074951,Cibalis*,Cibalis,,,,,
86539,HD075086/1,HD075086,Trevero,Trevero,,,,,
86541,HD075087/1,HD075087,domo Vercellis+*,Vercellis,,,,,
86545,HD075090/1,HD075090,Mediolano,Mediolano,,,,,
86547,HD075091/1,HD075091,Norba,Norba,442691.0,['Norba'],40.96706605,17.11590245,Norba
86548,HD075092/1,HD075092,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
86549,HD075093/1,HD075093,Alba*,Alba,246153.0,['Alba'],42.856039,-2.290949,Alba
86552,HD075095/1,HD075095,Luca*,Luca,403234.0,['Luca'],43.84184,10.50703,Luca
86583,HD075115/1,HD075115,Arretio,Arretio,,,,,
86587,HD075120/1,HD075120,domo Dalmatia,Dalmatia,197240.0,['Dalmatia'],43.539561,16.483426,Dalmatia
86681,HD075220/1,HD075220,Cirtae,Cirtae,,,,,
86682,HD075221/1,HD075221,civis Trever,Trever,,,,,
86719,HD075249/1,HD075249,Carnunto*,Carnunto,,,,,
86798,HD075306/1,HD075306,cives Traianenses (= civis Traianensis),Traianenses (= Traianensis),,,,,
86875,HD075387/1,HD075387,natus provincia Moesia+ superiore regione+ Scupinia? Dardania+,provincia Moesia superiore Scupinia Dardania,,,,,
86903,HD075408/1,HD075408,Aquis,Aquis,,,,,
86922,HD075424/1,HD075424,Nertobriga,Nertobriga,246518.0,['Nertobriga'],41.500549,-1.396549,Nertobriga
86923,HD075425/1,HD075425,domo* Nertobriga,Nertobriga,246518.0,['Nertobriga'],41.500549,-1.396549,Nertobriga
86924,HD075426/1,HD075426,Vienna*,Vienna,,,,,
86928,HD075428/1,HD075428,Carcasone*,Carcasone,,,,,
86941,HD075434/1,HD075434,Agrippinensis*,Agrippinensis,,,,,
86945,HD075438/1,HD075438,Taurinis*,Taurinis,,,,,
86946,HD075439/1,HD075439,Deci[---],Deci[---],,,,,
86947,HD075440/1,HD075440,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
86957,HD075451/1,HD075451,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
86961,HD075455/1,HD075455,Taurinis*,Taurinis,,,,,
86962,HD075456/1,HD075456,Foro* Vibi,Foro Vibi,,,,,
86969,HD075463/1,HD075463,Viana,Viana,,,,,
86972,HD075466/1,HD075466,Viana,Viana,,,,,
86973,HD075470/1,HD075470,Aequo*,Aequo,,,,,
86976,HD075476/1,HD075476,Ara,Ara,,,,,
86998,HD075503/1,HD075503,domo Tucci,Tucci,266070.0,"['Tucci', 'Col. Augusta Gemella']",37.722761,-3.966243,Tucci/Col. Augusta Gemella
87024,HD075526/1,HD075526,Acele,Acele,,,,,
87029,HD075530/1,HD075530,Vercellis*,Vercellis,,,,,
87066,HD075562/1,HD075562,natione Pannonius,Pannonius,,,,,
87070,HD075564/1,HD075564,Concordia+,Concordia,108897.0,['Concordia'],49.030361,7.968095,Concordia?
87086,HD075574/1,HD075574,domo Pisauro,Pisauro,,,,,
87098,HD075583/1,HD075583,ex provincia Ponto Bithynia domu Tio?,provincia Ponto Bithynia Tio,,,,,
87101,HD075585/1,HD075585,Nertobriga*,Nertobriga,246518.0,['Nertobriga'],41.500549,-1.396549,Nertobriga
87112,HD075590/1,HD075590,Tripoli+,Tripoli,,,,,
87118,HD075593/1,HD075593,Delmata* (= Dalmata*),Dalmata,,,,,
87139,HD075608/1,HD075608,Sidonia,Sidonia,,,,,
87140,HD075609/1,HD075609,Creticus* Lappa,Creticus Lappa,,,,,
87145,HD075611/1,HD075611,Daverzus,Daverzus,,,,,
87147,HD075612/1,HD075612,natione Ditio,Ditio,,,,,
87149,HD075613/1,HD075613,natione Breucus,Breucus,,,,,
87162,HD075628/1,HD075628,[---] Roma,[---] Roma,,,,,
87282,HD075698/1,HD075698,Mediolano*,Mediolano,,,,,
87364,HD075760/1,HD075760,domo Thaenis+ Africae+,Thaenis Africae,,,,,
87369,HD075766/1,HD075766,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
87378,HD075775/1,HD075775,Carthaginensis+*,Carthaginensis,,,,,
87400,HD075793/1,HD075793,civis* Texander*?,Tander,,,,,
87402,HD075795/1,HD075795,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
87404,HD075796/1,HD075796,Devas,Devas,,,,,
87409,HD075799/1,HD075799,Helvetius,Helvetius,,,,,
87417,HD075803/1,HD075803,natione Trever,Trever,,,,,
87425,HD075808/1,HD075808,domo+ Termestinus+,Termestinus,,,,,
87429,HD075811/1,HD075811,natus Monte,Monte,,,,,
87443,HD075818/1,HD075818,Arretio,Arretio,,,,,
87450,HD075822/1,HD075822,Astigi cives (= civis) Agrippinensis*,Astigi Agrippinensis,,,,,
87464,HD075829/1,HD075829,Viruno,Viruno,,,,,
87479,HD075839/1,HD075839,Ateste+*,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
87506,HD075852/1,HD075852,Marsacus,Marsacus,,,,,
87509,HD075854/1,HD075854,Galata,Galata,216814.0,['Galata'],43.170087,27.938903,Galata
87511,HD075855/1,HD075855,Bessulae+,Bessulae,,,,,
87516,HD075857/1,HD075857,Dansala,Dansala,,,,,
87518,HD075858/1,HD075858,cives (= civis) Remus,Remus,,,,,
87520,HD075859/1,HD075859,[---]as,[---]as,,,,,
87524,HD075861/1,HD075861,Bessus,Bessus,,,,,
87528,HD075864/1,HD075864,Dardanus+,Dardanus,,,,,
87543,HD075871/1,HD075871,civi Brittoni+*,Brittoni,,,,,
87544,HD075872/1,HD075872,domo+ [---],[---],,,,,
87545,HD075873/1,HD075873,civis* Cannanefas*,Cannanefas,,,,,
87546,HD075874/1,HD075874,civis+ Marsacus+,Marsacus,,,,,
87549,HD075876/1,HD075876,Luguduni,Luguduni,,,,,
87553,HD075879/1,HD075879,Alexsandrinus (= Alexandrinus),Alandrinus,,,,,
87555,HD075880/1,HD075880,Elaites,Elaites,,,,,
87556,HD075880/2,HD075880,Trallianus,Trallianus,,,,,
87572,HD075890/1,HD075890,Afer,Afer,,,,,
87575,HD075892/1,HD075892,Agrippinensi*,Agrippinensi,,,,,
87580,HD075894/1,HD075894,Agrippinensis+*,Agrippinensis,,,,,
87581,HD075895/1,HD075895,Agrippinensi*,Agrippinensi,,,,,
87583,HD075896/1,HD075896,Nervius+,Nervius,,,,,
87584,HD075896/2,HD075896,Batava*,Batava,,,,,
87595,HD075901/2,HD075901,domo* Brixelli,Brixelli,,,,,
87598,HD075902/1,HD075902,cives(!) (= civis) Nervius+,() (= ) Nervius,,,,,
87602,HD075903/1,HD075903,Remae,Remae,,,,,
87606,HD075906/1,HD075906,Teanum+ Sidicinum,Teanum Sidicinum,433146.0,['Teanum Sidicinum'],41.2502785,14.0700745,Teanum Sidicinum
87608,HD075907/1,HD075907,civi Viromanduo,Viromanduo,,,,,
87612,HD075908/1,HD075908,civi Viromanduo,Viromanduo,,,,,
87619,HD075910/1,HD075910,cives (= civis) [---]ius,[---]ius,,,,,
87634,HD075917/1,HD075917,cives (= civis) Nervius,Nervius,,,,,
87704,HD075986/1,HD075986,cives* [---],[---],,,,,
87756,HD076021/1,HD076021,ex civitate Biturigum,tate Biturigum,,,,,
87787,HD076052/1,HD076052,Dardania+,Dardania,481798.0,['Dardania'],42.5,20.5,Dardania
87869,HD076114/1,HD076114,Ambianus*,Ambianus,,,,,
88442,HD076675/1,HD076675,Sueba,Sueba,,,,,
88498,HD076778/1,HD076778,Trever,Trever,,,,,
88537,HD076827/1,HD076827,natione Thrax*,Thrax,,,,,
88626,HD076988/1,HD076988,Σύρος,Σύρος,,,,,
88914,HD077315/1,HD077315,Aequo+,Aequo,,,,,
88915,HD077316/1,HD077316,Aequo,Aequo,,,,,
88917,HD077334/1,HD077334,Savaria+,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
88967,HD077384/1,HD077384,Ἀνατολικός,Ἀνατολικός,,,,,
88974,HD077390/1,HD077390,ex{s} Hispania,{s} Hispania,,,,,
88986,HD077406/1,HD077406,ἀπὼ κώμης Ἀδδάνων,ἀπὼ κώμης Ἀδδάνων,,,,,
89035,HD077439/1,HD077439,Viruni (= Viruno),Viruno,,,,,
89036,HD077440/1,HD077440,Valentia,Valentia,266090.0,['Valentia'],39.470371,-0.376813,Valentia
89045,HD077444/1,HD077444,Luco,Luco,,,,,
89047,HD077446/1,HD077446,Hasta*,Hasta,383669.0,['Hasta'],44.900895,8.206756,Hasta
89048,HD077447/1,HD077447,Vianna,Vianna,,,,,
89059,HD077461/1,HD077461,Vienna+,Vienna,,,,,
89060,HD077462/1,HD077462,Reiis+*,Reiis,,,,,
89110,HD077528/1,HD077528,Bononiae,Bononiae,,,,,
89112,HD077529/1,HD077529,civis Traianensis+?,Traianensis,,,,,
89115,HD077530/1,HD077530,Faesulis*,Faesulis,,,,,
89117,HD077531/1,HD077531,Faventia,Faventia,393420.0,['Faventia'],44.286236,11.883507,Faventia
89120,HD077533/1,HD077533,Viruno*,Viruno,,,,,
89122,HD077535/1,HD077535,Albingaunus*,Albingaunus,,,,,
89123,HD077536/1,HD077536,civis Agrippinensis*,Agrippinensis,,,,,
89197,HD077597/1,HD077597,Narbone*,Narbone,,,,,
89199,HD077599/1,HD077599,cives (= civis) Taunensis*?,Taunensis,,,,,
89346,HD077729/1,HD077729,civis Trevera*,Trevera,,,,,
89411,HD077797/1,HD077797,Brixello*,Brixello,,,,,
89466,HD078033/1,HD078033,Cremona*,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
89467,HD078035/1,HD078035,Tolosa+?,Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
89482,HD078058/1,HD078058,Ateste,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
89536,HD078125/1,HD078125,Ag[---],Ag[---],,,,,
89617,HD078211/1,HD078211,Alba*,Alba,246153.0,['Alba'],42.856039,-2.290949,Alba
89618,HD078214/1,HD078214,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
89619,HD078215/1,HD078215,Astur Transmontanus castello Intercatia,Astur Transmontanus castello Intercatia,,,,,
89621,HD078217/1,HD078217,domo Mediolanus*,Mediolanus,,,,,
89622,HD078218/1,HD078218,Biturix,Biturix,,,,,
89627,HD078219/1,HD078219,Segontiliensis*,Segontiliensis,,,,,
89631,HD078221/1,HD078221,Nemes,Nemes,,,,,
89634,HD078222/1,HD078222,Luco Augusto,Luco Augusto,,,,,
89637,HD078224/1,HD078224,Trevero*,Trevero,,,,,
89643,HD078227/1,HD078227,Breucus*,Breucus,,,,,
89648,HD078230/1,HD078230,domo Taurinus,Taurinus,,,,,
89649,HD078231/1,HD078231,Ticino*,Ticino,,,,,
89650,HD078232/1,HD078232,domo Tyro,Tyro,,,,,
89668,HD078266/1,HD078266,Vienna+,Vienna,,,,,
89670,HD078267/1,HD078267,Mediolani,Mediolani,,,,,
89680,HD078279/1,HD078279,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
89728,HD078342/1,HD078342,Syria genito,Syria genito,,,,,
89732,HD078346/1,HD078346,Remo,Remo,,,,,
89771,HD078362/2,HD078362,Treverus*,Treverus,,,,,
89780,HD078371/1,HD078371,Graecus,Graecus,,,,,
89812,HD078411/1,HD078411,civis Sentio+?,Sentio,,,,,
89899,HD078506/1,HD078506,cives+ ex+? civitate+ Anchealo+, tate Anchealo,,,,,
89926,HD078561/1,HD078561,Haeduus*,Haeduus,,,,,
89928,HD078563/1,HD078563,cives [---]us+?,[---]us,,,,,
89937,HD078571/1,HD078571,cives Trever,Trever,,,,,
89986,HD078622/1,HD078622,Rauracus+?,Rauracus,,,,,
90070,HD078712/1,HD078712,domo Camppili,Camppili,,,,,
90095,HD078743/1,HD078743,Viana+?,Viana,,,,,
90129,HD078768/1,HD078768,ex cive Gabaletana, Gabaletana,,,,,
90239,HD078999/1,HD078999,civis* Tribocus*,Tribocus,,,,,
90302,HD079049/1,HD079049,Aequo,Aequo,,,,,
90503,HD079194/1,HD079194,Mediolanio*,Mediolanio,,,,,
90681,HD079346/1,HD079346,Luco Augusti*,Luco Augusti,,,,,
90936,HD079762/1,HD079762,Sirmiensis*,Sirmiensis,,,,,
91011,HD079845/1,HD079845,Trevir,Trevir,,,,,
91199,HD080112/5,HD080112,Tertius,Tertius,,,,,
91295,HD080290/1,HD080290,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
91341,HD080329/1,HD080329,natione Lydus,Lydus,,,,,
91364,HD080348/1,HD080348,Luguduni*,Luguduni,,,,,
91427,HD080405/1,HD080405,Luco Augusti*,Luco Augusti,,,,,
91432,HD080425/1,HD080425,Augusto+ Nemeto+,Augusto Nemeto,,,,,
91434,HD080426/1,HD080426,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
91439,HD080428/1,HD080428,Bononia,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
91440,HD080429/1,HD080429,Vienna,Vienna,,,,,
91443,HD080430/1,HD080430,Foro* Corneli*,Foro Corneli,,,,,
91446,HD080431/1,HD080431,Cremona,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
91449,HD080432/1,HD080432,Foro* Claudii*,Foro Claudii,,,,,
91459,HD080448/1,HD080448,domo+? Vienna*,Vienna,,,,,
91462,HD080449/1,HD080449,Pollentia+,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
91464,HD080450/1,HD080450,Brixia*,Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
91485,HD080471/1,HD080471,Mediomatrica*?,Mediomatrica,,,,,
91487,HD080473/1,HD080473,Verona+,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
91488,HD080474/1,HD080474,Ubia,Ubia,,,,,
91509,HD080484/1,HD080484,Suebi,Suebi,99040.0,['Suebi'],52.1113352003,12.1149061906,Suebi
91511,HD080485/1,HD080485,Biturix+?,Biturix,,,,,
91567,HD080539/1,HD080539,Calagurri*,Calagurri,,,,,
91568,HD080539/2,HD080539,Calagurri*,Calagurri,,,,,
91596,HD080571/1,HD080571,Viruni,Viruni,,,,,
91606,HD080583/1,HD080583,natione* Pictavus*,Pictavus,,,,,
91690,HD080620/1,HD080620,natione Syria,Syria,531109.0,['Syria'],38.1986325,20.679333,Syria
91751,HD080674/1,HD080674,Turesus?,Turesus,,,,,
92334,HD081444/1,HD081444,natione(?)Pannonius,()Pannonius,,,,,
92520,HD081718/1,HD081718,Lingonus*,Lingonus,,,,,
92521,HD081718/2,HD081718,Lingonus*,Lingonus,,,,,
92536,HD081750/1,HD081750,civis Lingonus,Lingonus,,,,,
92547,HD081757/2,HD081757,Lingonus,Lingonus,,,,,
92549,HD081759/1,HD081759,Lingona*,Lingona,,,,,
92555,HD081764/1,HD081764,Lingonus*,Lingonus,,,,,
92560,HD081767/1,HD081767,Viennensis,Viennensis,991340.0,['Viennensis'],42.5,7.5,Viennensis (late Roman province)
92812,HD081958/1,HD081958,Luco,Luco,,,,,
92914,HD082020/1,HD082020,Septimia Siscia,Septimia Siscia,,,,,
92930,HD082024/1,HD082024,Pisauro+,Pisauro,,,,,
92934,HD082026/1,HD082026,Volubilitano*,Volubilitano,,,,,
93092,HD082134/1,HD082134,domo [---],[---],,,,,
93104,HD082148/1,HD082148,Augusta*,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
93105,HD082149/1,HD082149,Fona Fortunae,Fona Fortunae,,,,,
93108,HD082151/1,HD082151,civis Traianensis,Traianensis,,,,,
93208,HD082310/1,HD082310,natione+ Frisav[--],Frisav[--],,,,,
93399,HD082559/1,HD082559,Heraclea*,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
93400,HD082560/1,HD082560,Patavio*,Patavio,,,,,
93405,HD082563/1,HD082563,No[v]ae[s]ii?,No[v]ae[s]ii?,,,,,
93416,HD082572/1,HD082572,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
93424,HD082585/1,HD082585,Nemauso*,Nemauso,,,,,
93458,HD082631/1,HD082631,domo Brixsae(!) (= domo Brixia),domo Brixsae(!) (= domo Brixia),,,,,
93461,HD082633/1,HD082633,Tolosa*,Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
93462,HD082634/1,HD082634,Mutina*,Mutina*,,,,,
93499,HD082681/1,HD082681,Antiochensis*,Antiochensis*,,,,,
93512,HD082689/1,HD082689,Agrippinensi*,Agrippinensi,,,,,
