Column,origo_clean,id
28634,Savaria,HD029178
28635,NA,HD029179
28636,NA,HD029180
28637,NA,HD029181
28638,Andurensis,HD029182
28639,NA,HD029184
28640,Obulconensis,HD029185
28641,NA,HD029186
28642,NA,HD029188
28643,NA,HD029189
28644,NA,HD029191
28645,NA,HD029194
28646,NA,HD029198
28647,NA,HD029201
28648,NA,HD029201
28649,NA,HD029204
28650,NA,HD029206
28651,NA,HD029207
28652,NA,HD029209
28653,NA,HD029210
28654,Ipolcobulculensis,HD029211
28655,NA,HD029212
28656,NA,HD029212
28657,NA,HD029214
28658,Uxamensis,HD029217
28659,NA,HD029217
28660,NA,HD029219
28661,NA,HD029219
28662,NA,HD029219
28663,NA,HD029219
28664,NA,HD029219
28665,NA,HD029227
28666,NA,HD029227
28667,NA,HD029228
28668,NA,HD029228
28669,NA,HD029231
28670,NA,HD029231
28671,NA,HD029233
28672,NA,HD029234
28673,NA,HD029236
28674,NA,HD029237
28675,NA,HD029239
28676,NA,HD029240
28677,NA,HD029242
28678,NA,HD029243
28679,NA,HD029245
28680,NA,HD029246
28681,NA,HD029249
28682,NA,HD029252
28683,NA,HD029255
28684,NA,HD029258
28685,NA,HD029259
28686,NA,HD029259
28687,NA,HD029261
28688,NA,HD029264
28689,NA,HD029267
28690,NA,HD029270
28691,NA,HD029272
28692,NA,HD029273
28693,NA,HD029273
28694,NA,HD029276
28695,NA,HD029279
28696,NA,HD029282
28697,NA,HD029284
28698,NA,HD029285
28699,NA,HD029287
28700,NA,HD029288
28701,NA,HD029290
28702,NA,HD029291
28703,NA,HD029293
28704,NA,HD029293
28705,NA,HD029293
28706,NA,HD029293
28707,NA,HD029294
28708,NA,HD029296
28709,NA,HD029296
28710,NA,HD029297
28711,NA,HD029300
28712,NA,HD029302
28713,NA,HD029302
28714,NA,HD029303
28715,NA,HD029305
28716,NA,HD029306
28717,NA,HD029308
28718,NA,HD029308
28719,NA,HD029308
28720,NA,HD029309
28721,NA,HD029314
28722,NA,HD029315
28723,NA,HD029318
28724,NA,HD029320
28725,NA,HD029321
28726,NA,HD029324
28727,NA,HD029326
28728,NA,HD029327
28729,NA,HD029329
28730,NA,HD029331
28731,NA,HD029331
28732,NA,HD029332
28733,NA,HD029333
28734,NA,HD029336
28735,NA,HD029338
28736,NA,HD029339
28737,NA,HD029341
28738,NA,HD029342
28739,NA,HD029344
28740,NA,HD029344
28741,NA,HD029345
28742,NA,HD029347
28743,NA,HD029347
28744,NA,HD029348
28745,NA,HD029350
28746,NA,HD029350
28747,NA,HD029351
28748,NA,HD029353
28749,NA,HD029353
28750,NA,HD029356
28751,NA,HD029356
28752,NA,HD029359
28753,NA,HD029361
28754,NA,HD029361
28755,NA,HD029361
28756,NA,HD029362
28757,NA,HD029365
28758,NA,HD029365
28759,NA,HD029365
28760,NA,HD029368
28761,NA,HD029368
28762,NA,HD029369
28763,Devas,HD029370
28764,Roma,HD029371
28765,NA,HD029374
28766,NA,HD029376
28767,NA,HD029377
28768,NA,HD029380
28769,NA,HD029380
28770,NA,HD029380
28771,NA,HD029386
28772,NA,HD029390
28773,NA,HD029392
28774,NA,HD029396
28775,NA,HD029398
28776,NA,HD029399
28777,NA,HD029401
28778,NA,HD029404
28779,NA,HD029405
28780,Tuccitania,HD029407
28781,NA,HD029408
28782,Vcc[---],HD029410
28783,NA,HD029411
28784,Aiungitana,HD029413
28785,NA,HD029416
28786,NA,HD029417
28787,NA,HD029418
28788,NA,HD029419
28789,NA,HD029420
28790,NA,HD029423
28791,Lunensis,HD029425
28792,NA,HD029426
28793,NA,HD029428
28794,NA,HD029431
28795,NA,HD029431
28796,NA,HD029432
28797,NA,HD029434
28798,NA,HD029435
28799,NA,HD029435
28800,NA,HD029435
28801,NA,HD029435
28802,Sosontigitana,HD029437
28803,NA,HD029438
28804,NA,HD029441
28805,NA,HD029444
28806,NA,HD029450
28807,NA,HD029450
28808,NA,HD029450
28809,NA,HD029452
28810,NA,HD029453
28811,NA,HD029455
28812,NA,HD029456
28813,NA,HD029458
28814,NA,HD029459
28815,Iliturgicolensis,HD029461
28816,NA,HD029461
28817,NA,HD029461
28818,NA,HD029461
28819,NA,HD029462
28820,NA,HD029463
28821,NA,HD029465
28822,NA,HD029466
28823,Agilensis,HD029467
28824,NA,HD029468
28825,NA,HD029468
28826,NA,HD029469
28827,NA,HD029469
28828,NA,HD029470
28829,NA,HD029471
28830,NA,HD029472
28831,NA,HD029473
28832,NA,HD029473
28833,NA,HD029473
28834,NA,HD029474
28835,NA,HD029476
28836,NA,HD029479
28837,NA,HD029480
28838,NA,HD029486
28839,NA,HD029488
28840,NA,HD029489
28841,NA,HD029491
28842,NA,HD029491
28843,NA,HD029491
28844,Ipolcobulculensis,HD029491
28845,NA,HD029492
28846,NA,HD029494
28847,NA,HD029497
28848,NA,HD029499
28849,NA,HD029499
28850,NA,HD029499
28851,NA,HD029499
28852,NA,HD029499
28853,NA,HD029499
28854,NA,HD029499
28855,NA,HD029499
28856,NA,HD029499
28857,NA,HD029499
28858,NA,HD029499
28859,NA,HD029499
28860,NA,HD029499
28861,NA,HD029499
28862,NA,HD029500
28863,Aurgitanus,HD029501
28864,NA,HD029502
28865,NA,HD029502
28866,NA,HD029502
28867,NA,HD029502
28868,NA,HD029502
28869,NA,HD029502
28870,NA,HD029502
28871,NA,HD029502
28872,NA,HD029502
28873,NA,HD029502
28874,NA,HD029502
28875,NA,HD029502
28876,NA,HD029503
28877,NA,HD029504
28878,NA,HD029505
28879,NA,HD029505
28880,NA,HD029505
28881,NA,HD029505
28882,Ilurconensis,HD029506
28883,NA,HD029507
28884,NA,HD029507
28885,NA,HD029508
28886,Est[--]edunensis,HD029509
28887,NA,HD029510
28888,NA,HD029510
28889,NA,HD029511
28890,NA,HD029512
28891,NA,HD029513
28892,NA,HD029516
28893,NA,HD029518
28894,NA,HD029518
28895,Patriciensis,HD029518
28896,Patriciensis,HD029518
28897,NA,HD029519
28898,Iponobensis,HD029521
28899,NA,HD029522
28900,NA,HD029522
28901,NA,HD029524
28902,NA,HD029524
28903,Patriciensis,HD029527
28904,NA,HD029527
28905,NA,HD029527
28906,NA,HD029527
28907,NA,HD029527
28908,NA,HD029528
28909,NA,HD029531
28910,NA,HD029534
28911,NA,HD029536
28912,Agilensis,HD029539
28913,NA,HD029540
28914,Ipolcobulculensis,HD029542
28915,NA,HD029543
28916,Ipolcobulculensis,HD029545
28917,NA,HD029548
28918,NA,HD029549
28919,NA,HD029549
28920,NA,HD029550
28921,NA,HD029550
28922,NA,HD029550
28923,NA,HD029550
28924,NA,HD029552
28925,NA,HD029554
28926,NA,HD029554
28927,NA,HD029554
28928,NA,HD029555
28929,NA,HD029557
28930,NA,HD029557
28931,NA,HD029558
28932,NA,HD029566
28933,NA,HD029569
28934,NA,HD029570
28935,NA,HD029570
28936,NA,HD029572
28937,Aurgitanus,HD029573
28938,Cisimbrensis,HD029575
28939,NA,HD029575
28940,Tuccitania,HD029576
28941,NA,HD029576
28942,NA,HD029576
28943,NA,HD029577
28944,NA,HD029578
28945,NA,HD029579
28946,NA,HD029581
28947,NA,HD029581
28948,NA,HD029582
28949,NA,HD029584
28950,NA,HD029587
28951,NA,HD029587
28952,NA,HD029587
28953,NA,HD029588
28954,NA,HD029590
28955,NA,HD029594
28956,NA,HD029596
28957,NA,HD029597
28958,NA,HD029600
28959,NA,HD029600
28960,NA,HD029600
28961,NA,HD029600
28962,NA,HD029600
28963,NA,HD029602
28964,NA,HD029603
28965,NA,HD029603
28966,Ucc(---),HD029605
28967,NA,HD029605
28968,NA,HD029605
28969,NA,HD029605
28970,NA,HD029605
28971,NA,HD029608
28972,NA,HD029611
28973,NA,HD029612
28974,NA,HD029614
28975,NA,HD029617
28976,NA,HD029618
28977,NA,HD029618
28978,NA,HD029620
28979,NA,HD029621
28980,NA,HD029623
28981,NA,HD029624
28982,NA,HD029626
28983,Patriciensis,HD029627
28984,NA,HD029627
28985,NA,HD029627
28986,NA,HD029629
28987,NA,HD029630
28988,NA,HD029632
28989,Pisauri,HD029634
28990,NA,HD029635
28991,Apta,HD029637
28992,NA,HD029638
28993,Parma,HD029640
28994,NA,HD029641
28995,NA,HD029643
28996,NA,HD029644
28997,NA,HD029645
28998,NA,HD029646
28999,NA,HD029646
29000,NA,HD029650
29001,NA,HD029651
29002,NA,HD029651
29003,NA,HD029652
29004,Patriciensis,HD029653
29005,NA,HD029654
29006,NA,HD029656
29007,Mirobrigensis,HD029657
29008,NA,HD029659
29009,Mirobrigensis,HD029660
29010,NA,HD029660
29011,NA,HD029660
29012,Mirobrigensis,HD029663
29013,NA,HD029665
29014,NA,HD029666
29015,NA,HD029668
29016,NA,HD029668
29017,NA,HD029671
29018,NA,HD029672
29019,NA,HD029672
29020,NA,HD029672
29021,NA,HD029674
29022,NA,HD029674
29023,NA,HD029677
29024,NA,HD029678
29025,NA,HD029678
29026,NA,HD029678
29027,NA,HD029680
29028,NA,HD029681
29029,NA,HD029681
29030,NA,HD029683
29031,NA,HD029686
29032,NA,HD029686
29033,NA,HD029686
29034,NA,HD029686
29035,NA,HD029686
29036,NA,HD029686
29037,NA,HD029687
29038,NA,HD029688
29039,NA,HD029690
29040,NA,HD029691
29041,NA,HD029692
29042,NA,HD029692
29043,NA,HD029692
29044,NA,HD029692
29045,NA,HD029692
29046,NA,HD029693
29047,NA,HD029694
29048,NA,HD029695
29049,NA,HD029695
29050,NA,HD029698
29051,NA,HD029699
29052,NA,HD029700
29053,NA,HD029701
29054,NA,HD029702
29055,NA,HD029704
29056,NA,HD029704
29057,NA,HD029704
29058,NA,HD029704
29059,NA,HD029704
29060,NA,HD029706
29061,NA,HD029706
29062,NA,HD029706
29063,NA,HD029707
29064,NA,HD029708
29065,Carthago,HD029709
29066,NA,HD029710
29067,NA,HD029711
29068,Heraclea,HD029712
29069,NA,HD029712
29070,NA,HD029714
29071,NA,HD029714
29072,NA,HD029717
29073,NA,HD029717
29074,NA,HD029718
29075,NA,HD029720
29076,NA,HD029722
29077,NA,HD029723
29078,NA,HD029725
29079,NA,HD029726
29080,NA,HD029727
29081,NA,HD029727
29082,NA,HD029727
29083,NA,HD029727
29084,NA,HD029727
29085,NA,HD029728
29086,NA,HD029729
29087,NA,HD029730
29088,NA,HD029730
29089,NA,HD029730
29090,NA,HD029730
29091,NA,HD029731
29092,NA,HD029731
29093,NA,HD029732
29094,NA,HD029733
29095,NA,HD029733
29096,NA,HD029734
29097,NA,HD029736
29098,NA,HD029736
29099,NA,HD029737
29100,NA,HD029738
29101,NA,HD029740
29102,NA,HD029742
29103,NA,HD029743
29104,NA,HD029743
29105,NA,HD029745
29106,NA,HD029745
29107,NA,HD029746
29108,NA,HD029746
29109,NA,HD029747
29110,NA,HD029748
29111,NA,HD029748
29112,NA,HD029748
29113,NA,HD029748
29114,NA,HD029748
29115,NA,HD029749
29116,NA,HD029750
29117,NA,HD029751
29118,NA,HD029751
29119,NA,HD029751
29120,NA,HD029751
29121,NA,HD029751
29122,NA,HD029751
29123,NA,HD029752
29124,NA,HD029753
29125,NA,HD029753
29126,NA,HD029754
29127,NA,HD029755
29128,NA,HD029755
29129,NA,HD029756
29130,NA,HD029758
29131,[---]ensis,HD029759
29132,NA,HD029759
29133,NA,HD029761
29134,Arsensis,HD029762
29135,NA,HD029764
29136,NA,HD029765
29137,NA,HD029767
29138,NA,HD029768
29139,NA,HD029768
29140,NA,HD029768
29141,NA,HD029770
29142,NA,HD029771
29143,NA,HD029772
29144,NA,HD029773
29145,NA,HD029773
29146,NA,HD029773
29147,NA,HD029773
29148,NA,HD029773
29149,NA,HD029773
29150,NA,HD029773
29151,NA,HD029774
29152,NA,HD029774
29153,NA,HD029776
29154,NA,HD029777
29155,NA,HD029777
29156,NA,HD029778
29157,NA,HD029778
29158,NA,HD029778
29159,Clari Iulia,HD029779
29160,NA,HD029780
29161,NA,HD029782
29162,NA,HD029783
29163,NA,HD029783
29164,NA,HD029783
29165,NA,HD029785
29166,NA,HD029786
29167,NA,HD029786
29168,NA,HD029788
29169,NA,HD029789
29170,NA,HD029791
29171,NA,HD029792
29172,NA,HD029792
29173,NA,HD029792
29174,NA,HD029792
29175,NA,HD029794
29176,NA,HD029795
29177,NA,HD029797
29178,NA,HD029797
29179,NA,HD029798
29180,NA,HD029801
29181,NA,HD029804
29182,NA,HD029804
29183,Eburoduni,HD029805
29184,NA,HD029805
29185,NA,HD029807
29186,NA,HD029807
29187,NA,HD029809
29188,NA,HD029810
29189,NA,HD029812
29190,Emerita,HD029813
29191,NA,HD029813
29192,NA,HD029815
29193,NA,HD029816
29194,NA,HD029818
29195,NA,HD029819
29196,NA,HD029822
29197,NA,HD029823
29198,NA,HD029823
29199,NA,HD029824
29200,NA,HD029825
29201,NA,HD029825
29202,NA,HD029826
29203,NA,HD029827
29204,NA,HD029827
29205,NA,HD029828
29206,NA,HD029829
29207,NA,HD029829
29208,NA,HD029830
29209,NA,HD029831
29210,NA,HD029831
29211,NA,HD029832
29212,NA,HD029834
29213,NA,HD029834
29214,NA,HD029835
29215,NA,HD029836
29216,NA,HD029837
29217,NA,HD029837
29218,NA,HD029838
29219,NA,HD029838
29220,NA,HD029838
29221,Ipolcobulculensis,HD029839
29222,NA,HD029840
29223,NA,HD029840
29224,NA,HD029841
29225,NA,HD029842
29226,NA,HD029842
29227,NA,HD029843
29228,NA,HD029843
29229,NA,HD029844
29230,NA,HD029844
29231,NA,HD029844
29232,NA,HD029845
29233,NA,HD029845
29234,NA,HD029846
29235,NA,HD029847
29236,NA,HD029848
29237,NA,HD029849
29238,NA,HD029849
29239,NA,HD029850
29240,NA,HD029852
29241,NA,HD029852
29242,NA,HD029853
29243,NA,HD029853
29244,NA,HD029853
29245,NA,HD029853
29246,NA,HD029854
29247,NA,HD029854
29248,NA,HD029855
29249,NA,HD029855
29250,Arethusa,HD029856
29251,NA,HD029856
29252,NA,HD029856
29253,NA,HD029856
29254,NA,HD029856
29255,NA,HD029856
29256,NA,HD029856
29257,NA,HD029858
29258,NA,HD029858
29259,NA,HD029859
29260,NA,HD029859
29261,NA,HD029859
29262,NA,HD029859
29263,NA,HD029859
29264,NA,HD029859
29265,NA,HD029859
29266,NA,HD029860
29267,NA,HD029861
29268,NA,HD029862
29269,NA,HD029862
29270,NA,HD029862
29271,NA,HD029862
29272,NA,HD029862
29273,NA,HD029863
29274,NA,HD029864
29275,NA,HD029865
29276,NA,HD029865
29277,NA,HD029865
29278,NA,HD029866
29279,NA,HD029867
29280,NA,HD029867
29281,NA,HD029868
29282,NA,HD029868
29283,NA,HD029868
29284,NA,HD029868
29285,NA,HD029868
29286,NA,HD029869
29287,NA,HD029870
29288,NA,HD029870
29289,NA,HD029871
29290,NA,HD029871
29291,NA,HD029871
29292,NA,HD029871
29293,NA,HD029871
29294,NA,HD029872
29295,NA,HD029873
29296,NA,HD029874
29297,NA,HD029874
29298,NA,HD029875
29299,Aurgitanus,HD029876
29300,Syria,HD029877
29301,NA,HD029877
29302,NA,HD029877
29303,NA,HD029877
29304,NA,HD029877
29305,NA,HD029878
29306,NA,HD029879
29307,NA,HD029880
29308,NA,HD029880
29309,NA,HD029882
29310,NA,HD029882
29311,NA,HD029883
29312,NA,HD029884
29313,Victor(---),HD029885
29314,NA,HD029885
29315,NA,HD029886
29316,NA,HD029886
29317,NA,HD029886
29318,NA,HD029888
29319,NA,HD029889
29320,NA,HD029891
29321,NA,HD029892
29322,NA,HD029892
29323,NA,HD029892
29324,NA,HD029893
29325,Turi(---),HD029894
29326,NA,HD029895
29327,NA,HD029896
29328,Turi(---),HD029897
29329,NA,HD029899
29330,NA,HD029899
29331,NA,HD029900
29332,NA,HD029901
29333,NA,HD029902
29334,NA,HD029902
29335,Emerita,HD029903
29336,NA,HD029903
29337,NA,HD029905
29338,NA,HD029905
29339,NA,HD029906
29340,NA,HD029908
29341,NA,HD029908
29342,NA,HD029909
29343,NA,HD029911
29344,NA,HD029911
29345,NA,HD029913
29346,NA,HD029913
29347,NA,HD029913
29348,NA,HD029913
29349,NA,HD029913
29350,NA,HD029913
29351,NA,HD029913
29352,NA,HD029913
29353,NA,HD029913
29354,NA,HD029913
29355,NA,HD029913
29356,NA,HD029913
29357,NA,HD029913
29358,NA,HD029914
29359,NA,HD029914
29360,Vict(---),HD029915
29361,Vict(---),HD029915
29362,NA,HD029917
29363,NA,HD029917
29364,NA,HD029918
29365,NA,HD029920
29366,NA,HD029920
29367,NA,HD029921
29368,NA,HD029923
29369,NA,HD029923
29370,NA,HD029924
29371,NA,HD029926
29372,NA,HD029926
29373,NA,HD029927
29374,Dardania Ulpianensis [---] Dasantis,HD029928
29375,NA,HD029928
29376,NA,HD029929
29377,NA,HD029929
29378,NA,HD029930
29379,NA,HD029931
29380,NA,HD029932
29381,NA,HD029932
29382,NA,HD029933
29383,NA,HD029934
29384,NA,HD029934
29385,NA,HD029935
29386,NA,HD029935
29387,NA,HD029936
29388,NA,HD029936
29389,NA,HD029936
29390,NA,HD029936
29391,NA,HD029937
29392,NA,HD029938
29393,NA,HD029938
29394,Emerita,HD029939
29395,NA,HD029939
29396,NA,HD029940
29397,NA,HD029940
29398,NA,HD029941
29399,NA,HD029941
29400,Arsensis,HD029942
29401,NA,HD029943
29402,NA,HD029943
29403,NA,HD029944
29404,NA,HD029944
29405,NA,HD029945
29406,NA,HD029945
29407,NA,HD029945
29408,NA,HD029947
29409,NA,HD029948
29410,NA,HD029948
29411,NA,HD029948
29412,NA,HD029950
29413,NA,HD029951
29414,NA,HD029951
29415,NA,HD029954
29416,NA,HD029954
29417,NA,HD029956
29418,NA,HD029957
29419,NA,HD029959
29420,NA,HD029960
29421,NA,HD029960
29422,NA,HD029961
29423,NA,HD029961
29424,NA,HD029963
29425,NA,HD029963
29426,NA,HD029966
29427,Ateguensis,HD029968
29428,NA,HD029969
29429,NA,HD029969
29430,NA,HD029971
29431,NA,HD029971
29432,NA,HD029972
29433,NA,HD029974
29434,NA,HD029975
29435,NA,HD029977
29436,NA,HD029980
29437,NA,HD029980
29438,NA,HD029981
29439,NA,HD029981
29440,NA,HD029983
29441,NA,HD029984
29442,NA,HD029984
29443,NA,HD029986
29444,NA,HD029989
29445,NA,HD029990
29446,NA,HD029992
29447,NA,HD029993
29448,NA,HD029993
29449,NA,HD029993
29450,NA,HD029995
29451,NA,HD029996
29452,NA,HD029996
29453,NA,HD029997
29454,NA,HD029998
29455,NA,HD029998
29456,NA,HD029999
29457,NA,HD030001
29458,Reginensis,HD030002
29459,Reginensis,HD030002
29460,NA,HD030003
29461,NA,HD030003
29462,NA,HD030005
29463,NA,HD030005
29464,NA,HD030007
29465,NA,HD030008
29466,NA,HD030010
29467,NA,HD030011
29468,NA,HD030011
29469,NA,HD030013
29470,NA,HD030014
29471,NA,HD030015
29472,NA,HD030015
29473,NA,HD030015
29474,NA,HD030015
29475,NA,HD030015
29476,NA,HD030015
29477,NA,HD030016
29478,NA,HD030017
29479,NA,HD030017
29480,NA,HD030018
29481,NA,HD030018
29482,NA,HD030018
29483,NA,HD030019
29484,NA,HD030020
29485,NA,HD030022
29486,NA,HD030023
29487,NA,HD030025
29488,NA,HD030026
29489,NA,HD030026
29490,NA,HD030028
29491,NA,HD030029
29492,NA,HD030030
29493,NA,HD030030
29494,NA,HD030030
29495,NA,HD030031
29496,NA,HD030031
29497,Noricum,HD030033
29498,NA,HD030034
29499,NA,HD030034
29500,NA,HD030036
29501,NA,HD030037
29502,NA,HD030037
29503,NA,HD030038
29504,NA,HD030040
29505,NA,HD030040
29506,NA,HD030042
29507,NA,HD030043
29508,NA,HD030045
29509,NA,HD030046
29510,NA,HD030047
29511,NA,HD030047
29512,NA,HD030047
29513,NA,HD030048
29514,NA,HD030049
29515,NA,HD030052
29516,NA,HD030053
29517,NA,HD030053
29518,NA,HD030053
29519,NA,HD030055
29520,NA,HD030058
29521,NA,HD030061
29522,NA,HD030061
29523,NA,HD030061
29524,NA,HD030061
29525,NA,HD030062
29526,NA,HD030064
29527,NA,HD030064
29528,NA,HD030065
29529,NA,HD030067
29530,NA,HD030068
29531,NA,HD030070
29532,NA,HD030070
29533,Aurgitanus,HD030071
29534,Aurgitanus,HD030071
29535,NA,HD030073
29536,NA,HD030073
29537,NA,HD030074
29538,NA,HD030076
29539,NA,HD030077
29540,NA,HD030079
29541,NA,HD030080
29542,NA,HD030082
29543,NA,HD030082
29544,NA,HD030084
29545,NA,HD030084
29546,NA,HD030085
29547,NA,HD030086
29548,NA,HD030088
29549,NA,HD030089
29550,NA,HD030091
29551,NA,HD030094
29552,NA,HD030095
29553,NA,HD030097
29554,NA,HD030098
29555,NA,HD030100
29556,NA,HD030101
29557,NA,HD030103
29558,NA,HD030103
29559,NA,HD030104
29560,NA,HD030106
29561,NA,HD030107
29562,NA,HD030107
29563,NA,HD030107
29564,NA,HD030107
29565,NA,HD030109
29566,NA,HD030110
29567,NA,HD030110
29568,NA,HD030112
29569,NA,HD030113
29570,NA,HD030115
29571,NA,HD030116
29572,NA,HD030118
29573,NA,HD030119
29574,NA,HD030121
29575,NA,HD030122
29576,NA,HD030123
29577,NA,HD030123
29578,NA,HD030123
29579,NA,HD030124
29580,NA,HD030125
29581,NA,HD030127
29582,NA,HD030128
29583,NA,HD030128
29584,NA,HD030128
29585,NA,HD030130
29586,NA,HD030131
29587,NA,HD030133
29588,NA,HD030134
29589,NA,HD030136
29590,NA,HD030137
29591,NA,HD030139
29592,NA,HD030141
29593,NA,HD030142
29594,NA,HD030144
29595,NA,HD030145
29596,NA,HD030146
29597,NA,HD030147
29598,NA,HD030147
29599,NA,HD030148
29600,NA,HD030149
29601,NA,HD030149
29602,NA,HD030151
29603,NA,HD030152
29604,NA,HD030154
29605,NA,HD030155
29606,NA,HD030157
29607,NA,HD030158
29608,NA,HD030160
29609,NA,HD030162
29610,NA,HD030163
29611,NA,HD030164
29612,NA,HD030165
29613,NA,HD030165
29614,NA,HD030166
29615,NA,HD030167
29616,NA,HD030168
29617,NA,HD030169
29618,NA,HD030170
29619,NA,HD030171
29620,NA,HD030172
29621,NA,HD030173
29622,NA,HD030175
29623,NA,HD030176
29624,NA,HD030178
29625,NA,HD030181
29626,NA,HD030182
29627,NA,HD030185
29628,NA,HD030187
29629,NA,HD030188
29630,NA,HD030189
29631,NA,HD030190
29632,NA,HD030191
29633,NA,HD030193
29634,NA,HD030194
29635,NA,HD030195
29636,NA,HD030196
29637,NA,HD030197
29638,NA,HD030197
29639,NA,HD030198
29640,NA,HD030199
29641,NA,HD030200
29642,NA,HD030201
29643,NA,HD030201
29644,NA,HD030201
29645,NA,HD030202
29646,NA,HD030204
29647,NA,HD030204
29648,NA,HD030205
29649,NA,HD030206
29650,NA,HD030207
29651,NA,HD030207
29652,NA,HD030207
29653,NA,HD030207
29654,NA,HD030208
29655,NA,HD030209
29656,Traiana,HD030210
29657,NA,HD030210
29658,NA,HD030211
29659,NA,HD030214
29660,NA,HD030215
29661,NA,HD030217
29662,NA,HD030218
29663,NA,HD030220
29664,NA,HD030220
29665,NA,HD030221
29666,NA,HD030221
29667,NA,HD030223
29668,NA,HD030224
29669,NA,HD030224
29670,NA,HD030224
29671,NA,HD030226
29672,NA,HD030227
29673,NA,HD030228
29674,NA,HD030228
29675,NA,HD030229
29676,NA,HD030230
29677,NA,HD030232
29678,NA,HD030233
29679,NA,HD030235
29680,NA,HD030236
29681,NA,HD030238
29682,NA,HD030239
29683,NA,HD030241
29684,NA,HD030242
29685,NA,HD030244
29686,NA,HD030245
29687,NA,HD030247
29688,NA,HD030250
29689,NA,HD030251
29690,NA,HD030253
29691,NA,HD030254
29692,NA,HD030256
29693,NA,HD030257
29694,NA,HD030259
29695,NA,HD030260
29696,NA,HD030262
29697,NA,HD030263
29698,NA,HD030265
29699,NA,HD030266
29700,NA,HD030268
29701,NA,HD030269
29702,NA,HD030271
29703,NA,HD030272
29704,NA,HD030274
29705,NA,HD030275
29706,NA,HD030277
29707,NA,HD030278
29708,NA,HD030280
29709,NA,HD030281
29710,NA,HD030283
29711,NA,HD030284
29712,NA,HD030286
29713,NA,HD030287
29714,NA,HD030289
29715,NA,HD030290
29716,NA,HD030292
29717,NA,HD030293
29718,NA,HD030295
29719,NA,HD030296
29720,NA,HD030298
29721,NA,HD030299
29722,NA,HD030301
29723,NA,HD030302
29724,NA,HD030304
29725,NA,HD030304
29726,NA,HD030308
29727,NA,HD030311
29728,NA,HD030314
29729,NA,HD030316
29730,NA,HD030317
29731,NA,HD030326
29732,NA,HD030328
29733,NA,HD030329
29734,NA,HD030332
29735,NA,HD030334
29736,NA,HD030334
29737,NA,HD030335
29738,NA,HD030337
29739,NA,HD030337
29740,NA,HD030338
29741,NA,HD030340
29742,NA,HD030340
29743,NA,HD030340
29744,NA,HD030340
29745,NA,HD030340
29746,NA,HD030341
29747,NA,HD030344
29748,Maluginensis,HD030346
29749,Ipagrensis,HD030347
29750,NA,HD030349
29751,NA,HD030350
29752,NA,HD030350
29753,NA,HD030350
29754,NA,HD030352
29755,NA,HD030352
29756,NA,HD030352
29757,NA,HD030352
29758,NA,HD030353
29759,NA,HD030353
29760,NA,HD030355
29761,NA,HD030356
29762,NA,HD030358
29763,NA,HD030358
29764,NA,HD030359
29765,NA,HD030360
29766,NA,HD030360
29767,NA,HD030361
29768,Ipagrensis,HD030362
29769,Ipagrensis,HD030362
29770,NA,HD030364
29771,NA,HD030365
29772,NA,HD030366
29773,NA,HD030366
29774,NA,HD030366
29775,NA,HD030367
29776,NA,HD030368
29777,NA,HD030369
29778,NA,HD030369
29779,NA,HD030370
29780,NA,HD030370
29781,NA,HD030370
29782,NA,HD030370
29783,NA,HD030370
29784,NA,HD030370
29785,NA,HD030370
29786,NA,HD030371
29787,NA,HD030373
29788,NA,HD030373
29789,NA,HD030374
29790,NA,HD030374
29791,NA,HD030376
29792,NA,HD030377
29793,NA,HD030379
29794,NA,HD030380
29795,NA,HD030380
29796,NA,HD030382
29797,NA,HD030382
29798,Pontuficiensis,HD030383
29799,NA,HD030385
29800,NA,HD030385
29801,NA,HD030386
29802,NA,HD030388
29803,NA,HD030388
29804,NA,HD030389
29805,NA,HD030391
29806,NA,HD030391
29807,NA,HD030392
29808,NA,HD030393
29809,NA,HD030394
29810,NA,HD030394
29811,NA,HD030394
29812,NA,HD030394
29813,NA,HD030394
29814,NA,HD030394
29815,NA,HD030394
29816,NA,HD030394
29817,NA,HD030394
29818,NA,HD030394
29819,NA,HD030394
29820,NA,HD030397
29821,NA,HD030397
29822,NA,HD030397
29823,NA,HD030397
29824,NA,HD030397
29825,NA,HD030397
29826,NA,HD030397
29827,NA,HD030398
29828,NA,HD030398
29829,NA,HD030398
29830,NA,HD030400
29831,NA,HD030400
29832,NA,HD030401
29833,NA,HD030403
29834,NA,HD030403
29835,NA,HD030404
29836,NA,HD030406
29837,NA,HD030406
29838,NA,HD030407
29839,NA,HD030408
29840,NA,HD030408
29841,NA,HD030409
29842,NA,HD030411
29843,NA,HD030411
29844,NA,HD030412
29845,NA,HD030412
29846,NA,HD030413
29847,NA,HD030415
29848,NA,HD030416
29849,NA,HD030418
29850,NA,HD030418
29851,NA,HD030421
29852,NA,HD030424
29853,NA,HD030425
29854,NA,HD030425
29855,NA,HD030427
29856,NA,HD030427
29857,NA,HD030430
29858,NA,HD030430
29859,NA,HD030430
29860,NA,HD030431
29861,NA,HD030431
29862,NA,HD030431
29863,NA,HD030433
29864,NA,HD030434
29865,NA,HD030436
29866,NA,HD030437
29867,NA,HD030437
29868,NA,HD030437
29869,NA,HD030437
29870,NA,HD030439
29871,NA,HD030442
29872,NA,HD030443
29873,NA,HD030445
29874,NA,HD030446
29875,NA,HD030448
29876,NA,HD030449
29877,NA,HD030449
29878,NA,HD030451
